pathway_id	pathway_name	kc
R-HSA-193634	Axonal growth inhibition (RHOA activation)	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-209563	Axonal growth stimulation	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-193681	Ceramide signalling	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-73887	Death Receptor Signaling	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69416	Dimerization of procaspase-8	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-75157	FasL/ CD95L signaling	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-205025	NADE modulates death signalling	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-209560	NF-kB is activated and signals survival	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-205017	NFG and proNGF binds to p75NTR	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-193648	NRAGE signals death through JNK	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-205043	NRIF signals cell death from the nucleus	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-193692	Regulated proteolysis of p75NTR	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-3371378	Regulation by c-FLIP	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5357905	Regulation of TNFR1 signaling	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-75893	TNF signaling	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5357956	TNFR1-induced NF-kappa-B signaling pathway	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5357786	TNFR1-induced proapoptotic signaling	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5626978	TNFR1-mediated ceramide production	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-75158	TRAIL  signaling	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-193704	p75 NTR receptor-mediated signalling	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-209543	p75NTR recruits signalling complexes	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-193697	p75NTR regulates axonogenesis	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-193639	p75NTR signals via NF-kB	ACTIVATES STRESS SIGNALING PATHWAYS;ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-198753	ERK/MAPK targets	ACTIVATES STRESS SIGNALING PATHWAYS;CAUSES INFLAMMATION
R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	ACTIVATES STRESS SIGNALING PATHWAYS;CAUSES INFLAMMATION
R-HSA-450294	MAP kinase activation	ACTIVATES STRESS SIGNALING PATHWAYS;CAUSES INFLAMMATION
R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	ACTIVATES STRESS SIGNALING PATHWAYS;CAUSES INFLAMMATION
R-HSA-450302	activated TAK1 mediates p38 MAPK activation	ACTIVATES STRESS SIGNALING PATHWAYS;CAUSES INFLAMMATION
R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174048	APC/C:Cdc20 mediated degradation of Cyclin B	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-8854518	AURKA Activation by TPX2	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9659787	Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9687139	Aberrant regulation of mitotic cell cycle due to RB1 defects	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9687136	Aberrant regulation of mitotic exit in cancer due to RB1 defects	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111452	Activation and oligomerization of BAK protein	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-176187	Activation of ATR in response to replication stress	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111447	Activation of BAD and translocation to mitochondria	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-114452	Activation of BH3-only proteins	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111446	Activation of BIM and translocation to mitochondria	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-139910	Activation of BMF and translocation to mitochondria	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111448	Activation of NOXA and translocation to mitochondria	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-139915	Activation of PUMA and translocation to mitochondria	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111459	Activation of caspases through apoptosome-mediated cleavage	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68962	Activation of the pre-replicative complex	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-75108	Activation, myristolyation of BID and translocation to mitochondria	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-114294	Activation, translocation and oligomerization of BAX	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9646399	Aggrephagy	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9006821	Alternative Lengthening of Telomeres (ALT)	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-141424	Amplification of signal from the kinetochores	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-109581	Apoptosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-140342	Apoptosis induced DNA fragmentation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-351906	Apoptotic cleavage of cell adhesion  proteins	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111465	Apoptotic cleavage of cellular proteins	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-75153	Apoptotic execution phase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111471	Apoptotic factor-mediated response	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68616	Assembly of the ORC complex at the origin of replication	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68867	Assembly of the pre-replicative complex	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4608870	Asymmetric localization of PCP proteins	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9612973	Autophagy	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-3858494	Beta-catenin independent WNT signaling	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-196299	Beta-catenin phosphorylation cascade	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4411364	Binding of TCF/LEF:CTNNB1 to target gene promoters	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-352238	Breakdown of the nuclear lamina	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5218900	CASP8 activity is inhibited	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68689	CDC6 association with the ORC:origin complex	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4086398	Ca2+ pathway	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1640170	Cell Cycle	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69620	Cell Cycle Checkpoints	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69278	Cell Cycle, Mitotic	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2559583	Cellular Senescence	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-380287	Centrosome maturation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9613829	Chaperone Mediated Autophagy	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-73886	Chromosome Maintenance	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2470946	Cohesin Loading onto Chromatin	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2514853	Condensation of Prometaphase Chromosomes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2299718	Condensation of Prophase Chromosomes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69231	Cyclin D associated events in G1	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69202	Cyclin E associated events during G1/S transition	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111461	Cytochrome c-mediated apoptotic response	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69306	DNA Replication	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69002	DNA Replication Pre-Initiation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68952	DNA replication initiation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69190	DNA strand elongation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9670621	Defective Inhibition of DNA Recombination at Telomere	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9670615	Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9670613	Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9734009	Defective Intrinsic Pathway for Apoptosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9645722	Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9693928	Defective RIPK1-mediated regulated necrosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9710421	Defective pyroptosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4641257	Degradation of AXIN	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4641258	Degradation of DVL	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-195253	Degradation of beta-catenin by the destruction complex	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4419969	Depolymerization of the Nuclear Lamina	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9673013	Diseases of Telomere Maintenance	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9675126	Diseases of mitotic cell cycle	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9645723	Diseases of programmed cell death	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9754119	Drug-mediated inhibition of CDK4/CDK6 activity	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-113510	E2F mediated regulation of DNA replication	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-113507	E2F-enabled inhibition of pre-replication complex formation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9648025	EML4 and NUDC in mitotic spindle formation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2468052	Establishment of Sister Chromatid Cohesion	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-180786	Extension of Telomeres	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9614657	FOXO-mediated transcription of cell death genes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111458	Formation of apoptosome	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1538133	G0 and Early G1	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69236	G1 Phase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69615	G1/S DNA Damage Checkpoints	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69206	G1/S Transition	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69205	G1/S-Specific Transcription	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68911	G2 Phase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69481	G2/M Checkpoints	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69473	G2/M DNA damage checkpoint	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69478	G2/M DNA replication checkpoint	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69275	G2/M Transition	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-141430	Inactivation of APC/C via direct inhibition of the APC/C complex	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9670095	Inhibition of DNA recombination at telomere	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-141405	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-8854521	Interaction between PHLDA1 and AURKA	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-109606	Intrinsic Pathway for Apoptosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69186	Lagging Strand Synthesis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9615710	Late endosomal microautophagy	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69109	Leading Strand Synthesis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9723907	Loss of Function of TP53 in Cancer	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-380259	Loss of Nlp from mitotic centrosomes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9723905	Loss of function of TP53 in cancer due to loss of tetramerization ability	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68886	M Phase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5674135	MAP2K and MAPK activation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5683057	MAPK family signaling cascades	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-112411	MAPK1 (ERK2) activation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5684996	MAPK1/MAPK3 signaling	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-110056	MAPK3 (ERK1) activation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5687128	MAPK6/MAPK4 signaling	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2465910	MASTL Facilitates Mitotic Progression	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-165159	MTOR signalling	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1632852	Macroautophagy	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9686347	Microbial modulation of RIPK1-mediated regulated necrosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68882	Mitotic Anaphase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-453279	Mitotic G1 phase and G1/S transition	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-453274	Mitotic G2-G2/M phases	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2555396	Mitotic Metaphase and Anaphase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68881	Mitotic Metaphase/Anaphase Transition	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68877	Mitotic Prometaphase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68875	Mitotic Prophase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69618	Mitotic Spindle Checkpoint	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68884	Mitotic Telophase/Cytokinesis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2197563	NOTCH2 intracellular domain regulates transcription	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5674499	Negative feedback regulation of MAPK pathway	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5675221	Negative regulation of MAPK pathway	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9604323	Negative regulation of NOTCH4 signaling	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5368598	Negative regulation of TCF-dependent signaling by DVL-interacting proteins	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-3772470	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9017802	Noncanonical activation of NOTCH3	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2995410	Nuclear Envelope (NE) Reassembly	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2980766	Nuclear Envelope Breakdown	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-774815	Nucleosome assembly	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2559585	Oncogene Induced Senescence	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-68949	Orc1 removal from chromatin	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4086400	PCP/CE pathway	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6811555	PI5P Regulates TP53 Acetylation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-171306	Packaging Of Telomere Ends	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-176417	Phosphorylation of Emi1	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-176412	Phosphorylation of the APC/C	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-156711	Polo-like kinase mediated events	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69091	Polymerase switching	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174411	Polymerase switching on the C-strand of the telomere	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9615933	Postmitotic nuclear pore complex (NPC) reformation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1912422	Pre-NOTCH Expression and Processing	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1912420	Pre-NOTCH Processing in Golgi	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1912408	Pre-NOTCH Transcription and Translation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174414	Processive synthesis on the C-strand of the telomere	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69183	Processive synthesis on the lagging strand	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5673000	RAF activation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-112409	RAF-independent MAPK1/3 activation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5673001	RAF/MAP kinase cascade	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9648002	RAS processing	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5213460	RIPK1-mediated regulated necrosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-8952158	RUNX3 regulates BCL2L11 (BIM) transcription	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-8951430	RUNX3 regulates WNT signaling	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5218859	Regulated Necrosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-169911	Regulation of Apoptosis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4641263	Regulation of FZD by ubiquitination	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-211728	Regulation of PAK-2p34 activity by PS-GAP/RHG10	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5658442	Regulation of RAS by GAPs	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5633007	Regulation of TP53 Activity	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6804758	Regulation of TP53 Activity through Acetylation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6804760	Regulation of TP53 Activity through Methylation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6804757	Regulation of TP53 Degradation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6804754	Regulation of TP53 Expression	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6806003	Regulation of TP53 Expression and Degradation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-453276	Regulation of mitotic cell cycle	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5675482	Regulation of necroptotic cell death	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9627069	Regulation of the apoptosome activity	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111457	Release of apoptotic factors from the mitochondria	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69166	Removal of the Flap Intermediate	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174437	Removal of the Flap Intermediate from the C-strand	ALTERS CELL PROLIFERATION AND CELL DEATH
